SURFACE  (  208 POINTS)

                      
 ------------------------------------------------------------------------------------------------------------------------
      R1        R2      R3      ANGLE1    ANGLE2    ANGLE3        INPUT            FIT            DIFFERENCE
EXPANSION COEFFICIENTS (**)COORD REF  REF  REF  REF  REF  REF POLY  4  4  4  4  4  4 CROSS  3  3  3  3  3  2 SYM 0 0 0 0 0 0

                                                                                 
 ------------------------------------------------------------------------------------------------------------------------
 C000000:-344.92196350 C100000:  -0.00350438 C010000:  -0.00350438 C001000:  -0.00779507 C000100:   0.00241323 C000010:   0.00241323
 C200000:   0.23527701 C110000:  -0.00004574 C020000:   0.23527701 C101000:   0.00392324 C011000:   0.00392324 C002000:   0.15758967
 C100100:  -0.01558343 C010100:  -0.02415973 C001100:   0.01922166 C000200:   0.09582512 C100010:  -0.02415973 C010010:  -0.01558342
 C001010:   0.01922166 C000110:   0.13998681 C000020:   0.09582512 C000002:   0.00672001 C300000:  -0.29539982 C210000:   0.00144631
 C120000:   0.00144631 C030000:  -0.29539982 C201000:   0.00689985 C111000:  -0.00575441 C021000:   0.00689985 C102000:  -0.00416388
 C012000:  -0.00416388 C003000:  -0.15057852 C200100:  -0.00311016 C110100:   0.02987727 C020100:  -0.00544073 C101100:  -0.00942843
 C011100:  -0.00162001 C002100:  -0.01169886 C100200:  -0.01850958 C010200:  -0.01967764 C001200:  -0.01200125 C000300:   0.01666357
 C200010:  -0.00544073 C110010:   0.02987727 C020010:  -0.00311016 C101010:  -0.00162001 C011010:  -0.00942843 C002010:  -0.01169886
 C100110:  -0.02651058 C010110:  -0.02651058 C001110:  -0.00116602 C000210:   0.06986777 C100020:  -0.01967764 C010020:  -0.01850958
 C001020:  -0.01200125 C000120:   0.06986777 C000030:   0.01666357 C100002:  -0.00844908 C010002:  -0.00844908 C001002:  -0.00576009
 C000102:   0.03596522 C000012:   0.03596522 C400000:   0.21009298 C310000:   0.00435187 C220000:  -0.01327845 C130000:   0.00435187
 C040000:   0.21009298 C301000:   0.00782392 C211000:  -0.00212747 C121000:  -0.00212747 C031000:   0.00782392 C202000:  -0.01224959
 C112000:  -0.00023436 C022000:  -0.01224959 C103000:   0.00503789 C013000:   0.00503789 C004000:   0.08746610 C300100:   0.00177931
 C210100:  -0.00002968 C120100:   0.00203442 C030100:   0.00889858 C201100:   0.00535845 C111100:   0.00051748 C021100:  -0.00243181
 C102100:   0.00118290 C012100:   0.00101570 C003100:  -0.00062315 C200200:  -0.00730226 C110200:   0.01708276 C020200:  -0.00999402
 C101200:   0.00454759 C011200:   0.00300437 C002200:  -0.00394471 C100300:   0.01338227 C010300:  -0.00362582 C001300:  -0.00015697
 C000400:   0.00410299 C300010:   0.00889858 C210010:   0.00203442 C120010:  -0.00002968 C030010:   0.00177932 C201010:  -0.00243181
 C111010:   0.00051748 C021010:   0.00535845 C102010:   0.00101569 C012010:   0.00118290 C003010:  -0.00062315 C200110:   0.00447492
 C110110:   0.01528537 C020110:   0.00447492 C101110:   0.00001995 C011110:   0.00001995 C002110:   0.00154952 C100210:  -0.01762151
 C010210:  -0.02197492 C001210:   0.01675988 C000310:  -0.02098231 C200020:  -0.00999402 C110020:   0.01708276 C020020:  -0.00730226
 C101020:   0.00300437 C011020:   0.00454759 C002020:  -0.00394471 C100120:  -0.02197492 C010120:  -0.01762151 C001120:   0.01675988
 C000220:  -0.00340484 C100030:  -0.00362582 C010030:   0.01338217 C001030:  -0.00015697 C000130:  -0.02098231 C000040:   0.00410299
 C200002:   0.00014233 C110002:  -0.00000340 C020002:   0.00014233 C101002:  -0.00137647 C011002:  -0.00137647 C002002:   0.00354380
 C100102:  -0.00041957 C010102:  -0.00266208 C001102:   0.00063008 C000202:  -0.01597908 C100012:  -0.00266208 C010012:  -0.00041956
 C001012:   0.00063008 C000112:  -0.03640650 C000022:  -0.01597908 C000004:   0.00906473

 REFERENCE GEOMETRY
 ------------------
 R10:     1.005436 A         1.900000 A.U.
 R20:     1.005436 A         1.900000 A.U.
 R30:     1.693367 A         3.200000 A.U.
 R40:     2.181662 RAD     125.000000 DEGREES)
 R50:     2.181662 RAD     125.000000 DEGREES)
 R60:     0.000000 RAD       0.000000 DEGREES)


 ACTUAL GEOMETRY
 ------------------
 R10:     1.008949 A         1.906639 A.U.
 R20:     1.008949 A         1.906639 A.U.
 R30:     1.707399 A         3.226517 A.U.
 R40:     2.173583 RAD     124.537118 DEGREES)
